"workerid","modal","correct_answer","video","catch_trial_answer_correct","percentage_blue","catch_trial","color","image","speaker_cond"
10,"might",1,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
10,"might",1,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
10,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
10,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
10,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
10,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
10,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
10,"bare",1,"orange_bare_f",1,0,1,"orange","scene_orange_video_0.gif","f"
10,"might",1,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
10,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
10,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
10,"bare",2,"orange_bare_f",1,0,1,"orange","scene_orange_video_0.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
10,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
10,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
10,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"might",1,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
11,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
11,"bare",1,"orange_bare_f",1,0,1,"orange","scene_orange_video_0.gif","f"
11,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
11,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
11,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
11,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
11,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
11,"might",1,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
11,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
11,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
11,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
11,"might",1,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
11,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
11,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
11,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
11,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
11,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
11,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
12,"bare",1,"blue_bare_f",0,100,1,"blue","scene_blue_video_100.gif","f"
12,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
12,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
12,"bare",2,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
12,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
12,"might",1,"blue_might_f",0,25,1,"blue","scene_blue_video_25.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
12,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
12,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
12,"probably",1,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
12,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
13,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
13,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
13,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
13,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
13,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
13,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
13,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"bare",2,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
13,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
13,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
13,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
13,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
13,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
13,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
13,"bare",1,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
13,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
14,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
14,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
14,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
14,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
14,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
14,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
14,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
14,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
14,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
14,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
14,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
14,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
14,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
14,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
14,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
14,"might",1,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
14,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
14,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
14,"bare",2,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
14,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
14,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
14,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
14,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
14,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
14,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
15,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
15,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
15,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
15,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"bare",2,"orange_bare_f",1,0,1,"orange","scene_orange_video_0.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
15,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
15,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
15,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
15,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
15,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
15,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
15,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
15,"might",2,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
15,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
15,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
15,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
16,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
16,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
16,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
16,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
16,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
16,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
16,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
16,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
16,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"bare",2,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
16,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
16,"probably",1,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
16,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
16,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
16,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
16,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
17,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
17,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
17,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
17,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
17,"bare",2,"blue_bare_f",1,100,1,"blue","scene_blue_video_100.gif","f"
17,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
17,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
17,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
17,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
17,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
17,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
17,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
17,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
17,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
17,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
17,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
17,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
17,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
17,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
17,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
17,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
17,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
17,"might",2,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
17,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
17,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
18,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
18,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
18,"might",1,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
18,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
18,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
18,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
18,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
18,"probably",2,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
18,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
18,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
18,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
18,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
18,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
18,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
18,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
18,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
18,"probably",1,"blue_probably_f",1,60,1,"blue","scene_blue_video_60.gif","f"
18,"might",1,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
18,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
18,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
18,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
18,"might",1,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
18,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
18,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
18,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
19,"might",1,"orange_might_f",0,75,1,"orange","scene_orange_video_75.gif","f"
19,"probably",2,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
19,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
19,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
19,"bare",NA,"orange_bare_f",-1,0,0,"orange","scene_orange_video_0.gif","f"
19,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
19,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
19,"probably",1,"orange_probably_f",1,40,1,"orange","scene_orange_video_40.gif","f"
19,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
19,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
19,"might",2,"orange_might_f",1,75,1,"orange","scene_orange_video_75.gif","f"
19,"might",2,"blue_might_f",1,25,1,"blue","scene_blue_video_25.gif","f"
19,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
19,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
19,"might",NA,"orange_might_f",-1,75,0,"orange","scene_orange_video_75.gif","f"
19,"probably",NA,"blue_probably_f",-1,60,0,"blue","scene_blue_video_60.gif","f"
19,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"probably",NA,"orange_probably_f",-1,40,0,"orange","scene_orange_video_40.gif","f"
19,"might",NA,"blue_might_f",-1,25,0,"blue","scene_blue_video_25.gif","f"
19,"bare",NA,"blue_bare_f",-1,100,0,"blue","scene_blue_video_100.gif","f"
